index,token
1960,웃음소리
1961,위
1962,욕망
1963,사욕
1964,인성
1965,인심
1966,인체
1967,가루약
1968,기초체조
1969,감염병
1970,중병
1971,선짓국
1972,햅쌀
1973,호떡
1974,잠기다
1975,고조할아버지
1976,노부모
1977,매형
1978,제부
1979,물놀이
1980,물약
1981,생계
1982,작은엄마
1983,도련님
1984,시어머니
1985,아주버님
1986,신부
1987,약효
1988,여드름
1989,운동장
1990,낙인
1991,작은할아버지
1992,장난감
1993,큰아버지
1994,큰언니
1995,형수
1996,공문
1997,월급
1998,기술자
1999,합심
2000,운전자
2001,일본어
2002,취업
2003,한글
2004,망각
2005,새털
2006,물다
2007,잊어버리다
2008,돋보이다
2009,빚더미
2010,벼락부자
2011,궁하다
2012,의욕
2013,교섭
2014,합의
2015,미진하다
2016,변제
2017,갑절
2018,권력
2019,착취
2020,값비싸다
2021,고수입
2022,계획적
2023,역력하다
2024,부합되다
2025,등지다
2026,가만히
2027,들러리
2028,각오
2029,위선자
2030,이기주의
2031,수다스럽다
2032,파악하다
2033,설득되다
2034,불복종
2035,임기응변
2036,변명
2037,일인다역
2038,책임지다
2039,명령
2040,막상막하
2041,불간섭
2042,작살내다
2043,당하다
2044,중립
2045,달성
2046,감히
2047,중독되다
2048,제법
2049,점등
2050,소등
2051,포항시지부
2052,포항시수화통역센터
2053,거창군수화통역센터
2054,고성군수화통역센터
2055,김해시지부
2056,김해시수화통역센터
2057,남해군수화통역센터
2058,밀양시지부
2059,밀양시수화통역센터
2060,사천시수화통역센터
2061,사천시청
2062,산청군지부
2063,산청군수화통역센터
2064,양산시지부
2065,양산시수화통역센터
2066,양산시청
2067,진주시수화통역센터
2068,진주시청
2069,창녕군지부
2070,창녕군수화통역센터
2071,마산시지부
2072,마산시수화통역센터
2073,창원시수화통역센터
2074,통영시지부
2075,통영시수화통역센터
2076,하동군지부
2077,하동군수화통역센터
2078,하동군주민지원센터
2079,제주특별자치도농아인협회
2080,서귀포시지부
2081,서귀포시수화통역센터
2082,서귀포시청
2083,제주시지부
2084,제주시수화통역센터
2085,제주시청
2086,대구광역시청
2087,대전광역시청
2088,인천광역시청
2089,광주광역시청
2090,울산광역시청
2091,세종특별자치시
2092,경기도청
2093,충남도청
2094,경남도청
2095,경북도청
2096,전남도청
2097,강원도청
2098,궁리
2099,통찰
2100,무소식
2101,소문내다
2102,신나다
2103,쌍용
2104,가소롭다
2105,네덜란드
2106,대만
2107,독도
2108,로마
2109,LA
2110,베트남
2111,벨기에
2112,브라질
2113,스웨덴
2114,싱가폴
2115,기절초풍
2116,우즈베키스탄
2117,유럽
2118,이란
2119,제주도
2120,골짜기
2121,황금
2122,달
2123,후지다
2124,먹구름
2125,바다
2126,낭패
2127,섬
2128,숲
2129,호수
2130,예고
2131,온도
2132,차다
2133,날
2134,일본
2135,몽골
2136,북한
2137,인도
2138,이스라엘
2139,필리핀
2140,황홀
2141,군산
2142,대구
2143,마산
2144,창원
2145,포항
2146,대전
2147,천안
2148,의정부
2149,눈썰미
2150,전주
2151,의성
2152,눈가림
2153,남원
2154,일
2155,삼
2156,사
2157,오
2158,육
2159,칠
2160,구
2161,십일
2162,십오
2163,십육
2164,이십사
2165,이십오
2166,삼십칠
2167,사십이
2168,사십사
2169,사십오
2170,사십육
2171,사십칠
2172,사십팔
2173,사십구
2174,오십
2175,오십일
2176,오십삼
2177,오십사
2178,오십오
2179,오십육
2180,오십칠
2181,오십팔
2182,오십구
2183,육십
2184,육십일
2185,육십사
2186,육십오
2187,육십육
2188,육십칠
2189,칠십일
2190,칠십이
2191,칠십사
2192,칠십육
2193,칠십칠
2194,칠십팔
2195,칠십구
2196,팔십
2197,팔십일
2198,팔십삼
2199,팔십사
2200,팔십오
2201,팔십육
2202,팔십칠
2203,팔십팔
2204,팔십구
2205,구십
2206,구십일
2207,구십이
2208,구십삼
2209,구십사
2210,구십오
2211,구십칠
2212,구십팔
2213,구십구
2214,백
2215,백삼
2216,"백오
"
2217,백육
2218,백칠
2219,백구
2220,백십
2221,백십일
2222,백십육
2223,백이십일
2224,백삼십육
2225,백사십이
2226,백사십사
2227,백사십오
2228,백사십칠
2229,백사십구
2230,백오십
2231,백오십일
2232,백오십이
2233,백오십삼
2234,백오십사
2235,백오십오
2236,백오십육
2237,백오십칠
2238,백오십팔
2239,백오십구
2240,백육십이
2241,백육십삼
2242,백육십육
2243,백육십칠
2244,백육십팔
2245,백육십구
2246,백칠십사
2247,백칠십육
2248,백칠십칠
2249,백팔십
2250,백팔십일
2251,백팔십오
2252,백팔십팔
2253,백팔십구
2254,백구십일
2255,백구십육
2256,백구십칠
2257,백구십팔
2258,백구십구
2259,오백
2260,오백오십
2261,팔백
2262,팔백오십
2263,구백
2264,천
2265,천오백
2266,이천오백
2267,사천
2268,오천
2269,오천오백
2270,육천
2271,육천오백
2272,칠천
2273,칠천오백
2274,팔천
2275,팔천오백
2276,구천
2277,구천오백
2278,만오천
2279,사만오천
2280,오만
2281,오만오천
2282,육만오천
2283,칠만
2284,칠만오천
2285,팔만오천
2286,구만오천
2287,사십만
2288,오십만
2289,오십오만
2290,육십만
2291,육십오만
2292,구십만
2293,백오십만
2294,오백오십만
2295,육백만
2296,육백오십만
2297,칠백만
2298,칠백오십만
2299,구백오십만
2300,천만
2301,천오백만
2302,이천오백만
2303,삼천오백만
2304,사천오백만
2305,오천만
2306,오천오백만
2307,육천오백만
2308,칠천만
2309,팔천오백만
2310,구천만
2311,구천오백만
2312,일억오천만
2313,사억오천만
2314,오억오천만
2315,육억
2316,육억오천만
2317,칠억
2318,팔억
2319,팔억오천만
2320,구억
2321,구억오천만
2322,십오억
2323,이십억
2324,이십오억
2325,삼십억
2326,삼십오억
2327,사십억
2328,사십오억
2329,오십억
2330,오십오억
2331,육십억
2332,육십오억
2333,칠십억
2334,칠십오억
2335,팔십억
2336,팔십오억
2337,구십억
2338,구십오억
2339,백억
2340,이백억
2341,삼백억
2342,사백억
2343,오백억
2344,육백억
2345,칠백억
2346,팔백억
2347,구백억
2348,일조
2349,모범
2350,철근
2351,결벽
2352,한명
2353,즐겁다
2354,비율
2355,중요
2356,책임자
2357,노화
2358,실토
2359,이중인격
2360,거제시수화통역센터
2361,구십육
2362,백칠십팔
2363,칠백
2364,칠억오천만
2365,ㄸ
2366,ㅆ
2367,음료수
2368,병명
2369,송아지
2370,가명
2371,가발
2372,가짜
2373,감옥살이
2374,보호
2375,강약
2376,강철
2377,개똥
2378,거목
2379,거역
2380,건장
2381,경비실
2382,불알
2383,공식발표
2384,맞추다
2385,공군본부
2386,공증
2387,과태료
2388,정밀검사
2389,광업
2390,강풍
2391,교가
2392,교모
2393,국기
2394,군가
2395,다섯번째
2396,군비행장
2397,그날
2398,기초확인
2399,금식
2400,금연
2401,금욕
2402,금주
2403,식도염
2404,길몽
2405,비좁다
2406,온실
2407,날쎄다
2408,비루
2409,쑥쓰럽다
2410,남성적
2411,능숙
2412,대모
2413,다복
2414,단명
2415,단문
2416,책임이사
2417,대교
2418,면적
2419,도자기기술
2420,자습
2421,동갑
2422,동메달
2423,주민센터
2424,생각못하다
2425,마스크
2426,마음에들다
2427,나무기둥
2428,말끼어들기
2429,무매력
2430,고급지다
2431,맷돌
2432,명예
2433,모범생
2434,무인상
2435,무통
2436,무허가
2437,상세검색
2438,묻다
2439,물총
2440,물통
2441,미군
2442,미납
2443,미행
2444,밀고
2445,밀거래단
2446,확답
2447,반역
2448,반장
2449,견습소
2450,배은
2451,출산증가
2452,베다
2453,병가
2454,병사
2455,혈서
2456,경로당
2457,장점
2458,목재
2459,참가자
2460,매일매일
2461,익숙
2462,광진구주민지원센터
2463,서초구지부
2464,성격
2465,애매하다
2466,결혼
2467,망가지다
2468,엄마
2469,자라다
2470,흩어지다
2471,광산구수어통역센터
2472,과천시청
2473,군포시청
2474,용인시지부
2475,용인시수어통역센터
2476,용인시청
2477,의왕시지부
2478,의왕시수어통역센터
2479,의왕시청
2480,의정부시지부
2481,의정부시수어통역센터
2482,의정부시청
2483,이천시지부
2484,이천시수어통역센터
2485,이천시청
2486,파주시지부
2487,파주시수어통역센터
2488,파주시청
2489,평택시지부
2490,평택시수어통역센터
2491,평택시청
2492,포천시지부
2493,포천시수어통역센터
2494,포천시청
2495,하남시수어통역센터
2496,하남시청
2497,화성시지부
2498,화성시수어통역센터
2499,화성시청
2500,강원도농아인협회
2501,강릉시지부
2502,강릉시수어통역센터
2503,강릉시청
2504,고성지부
2505,재미없다
2506,동해시지부
2507,동해시수어통역센터
2508,동해시청
2509,삼척시지부
2510,삼척시수어통역센터
2511,삼척시청
2512,속초시지부
2513,속초시수어통역센터
2514,속초시청
2515,양양군지부
2516,양양군수어통역센터
2517,영월군지부
2518,영월군수어통역센터
2519,영월군주민지원센터
2520,원주시지부
2521,원주시수어통역센터
2522,원주시청
2523,비다
2524,솜씨없다
2525,무소유
2526,철원군주민지원센터
2527,춘천시지부
2528,춘천시수어통역센터
2529,건성
2530,평창지부
2531,평창군수어통역센터
2532,평창군주민지원센터
2533,홍천군지부
2534,홍천군수어통역센터
2535,홍천군주민지원센터
2536,화천군수어통역센터
2537,횡성군지부
2538,횡성군수어통역센터
2539,횡성군주민지원센터
2540,충북농아인협회
2541,괴산군지부
2542,괴산군수어통역센터
2543,괴산군주민지원센터
2544,보은군지부
2545,보은군주민지원센터
2546,영동군수어통역센터
2547,영동군주민지원센터
2548,옥천군지부
2549,옥천군수어통역센터
2550,옥천군주민지원센터
2551,제천시지부
2552,제천시수어통역센터
2553,제천시청
2554,진천군지부
2555,진천군수어통역센터
2556,진천군주민지원센터
2557,청주시지부
2558,청주시수어통역센터
2559,청주시청
2560,충주시지부
2561,충주시수어통역센터
2562,충주시청
2563,충남농아인협회
2564,천안시지부
2565,공주시지부
2566,공주시청
2567,논산시지부
2568,논산시수어통역센터
2569,당진시지부
2570,당진시수어통역센터
2571,당진시청
2572,보령시지부
2573,보령시청
2574,부여군지부
2575,부여군수어통역센터
2576,부여군주민지원센터
2577,서산시지부
2578,서산시청
2579,서천군지부
2580,서천군수어통역센터
2581,아산시수어통역센터
2582,아산시청
2583,예산군수어통역센터
2584,예산군주민지원센터
2585,청양군지부
2586,청양군수어통역센터
2587,태안군지부
2588,태안군수어통역센터
2589,태안군주민지원센터
2590,홍성군지부
2591,홍성군수어통역센터
2592,홍성군주민지원센터
2593,고창군지부
2594,고창군주민지원센터
2595,군산시지부
2596,군산시수어통역센터
2597,김제시지부
2598,김제시수어통역센터
2599,김제시청
2600,남원시지부
2601,남원시청
2602,무주군지부
2603,무주군수어통역센터
2604,무주군주민지원센터
2605,부안군지부
2606,부안군수어통역센터
2607,부안군주민지원센터
2608,순창군지부
2609,완주군지부
2610,완주군수어통역센터
2611,완주군주민지원센터
2612,익산시수어통역센터
2613,익산시청
2614,임실군지부
2615,임실군수어통역센터
2616,임실군주민지원센터
2617,전주시수어통역센터
2618,전주시청
2619,전남농아인협회
2620,강진군지부
2621,강진군수어통역센터
2622,강진군주민지원센터
2623,고흥군수어통역센터
2624,고흥군주민지원센터
2625,광양군지부
2626,광양군수어통역센터
2627,광양군주민지원센터
2628,나주시지부
2629,나주시수어통역센터
2630,나주시청
2631,목포시지부
2632,목포시수어통역센터
2633,목포시청
2634,무안군수어통역센터
2635,무안군주민지원센터
2636,보성군지부
2637,순천시수어통역센터
2638,순천시청
2639,신안군지부
2640,신안군수어통역센터
2641,신안군주민지원센터
2642,여수시지부
2643,여수시수어통역센터
2644,여수시청
2645,영광군주민지원센터
2646,영암군주민지원센터
2647,하는수없다
2648,맛없다
2649,장흥군지부
2650,장흥군주민지원센터
2651,진도군지부
2652,진도군수어통역센터
2653,진도군주민지원센터
2654,경산시지부
2655,고령군지부
2656,고령군수어통역센터
2657,고령군주민지원센터
2658,구미시지부
2659,구미시청
2660,군위군지부
2661,군위군수어통역센터
2662,봉화군지부
2663,봉화군주민지원센터
2664,상주시지부
2665,성주시지부
2666,성주시수어통역센터
2667,성주시청
2668,안동시지부
2669,안동시수어통역센터
2670,영덕군지부
2671,영덕군주민지원센터
2672,영양군지부
2673,영양군수어통역센터
2674,영양군주민지원센터
2675,영주시수어통역센터
2676,예천군주민지원센터
2677,울릉군지부
2678,울릉군주민지원센터
2679,울진군지부
2680,의성군지부
2681,의성군수어통역센터
2682,청도군지부
2683,청도군수어통역센터
2684,청도군주민지원센터
2685,청송군지부
2686,청송군주민지원센터
2687,칠곡군지부
2688,칠곡군주민지원센터
2689,존경하다
2690,본성
2691,결혼식
2692,노고
2693,여리다
2694,구화
2695,노년기
2696,수상
2697,검술
2698,돌보다
2699,친모
2700,친부
2701,생일
2702,작은아빠
2703,신혼
2704,염색
2705,긴가민가
2706,미심쩍다
2707,외할머니
2708,외할아버지
2709,발인
2710,장모
2711,장인어른
2712,처남
2713,처형
2714,알맞다
2715,큰어머니
2716,큰형
2717,환갑
2718,회생
2719,용돈
2720,고리타분
2721,반납
2722,사무실
2723,직원
2724,사장
2725,책무
2726,사업
2727,일터
2728,전근
2729,경비
2730,구인
2731,문득
2732,한국어
2733,화가
2734,깜빡하다
2735,욕구
2736,재벌
2737,질색
2738,거절
2739,무자격
2740,상상하다
2741,헛수고
2742,미달성
2743,분주하다
2744,일확천금
2745,혈안
2746,조종하다
2747,마지못하다
2748,사교
2749,물론
2750,유명하다
2751,매료되다
2752,그렇다
2753,무경험
2754,결코
2755,어차피
2756,기회주의
2757,넘기다
2758,빈말
2759,양다리
2760,고질적
2761,막말
2762,아첨
2763,놀리다
2764,마이동풍
2765,팔랑귀
2766,어림없다
2767,내버려두다
2768,비등하다
2769,벗어나다
2770,전멸
2771,만만하다
2772,기대다
2773,괴팍하다
2774,달인
2775,대단하다
2776,부부싸움
2777,멍청하다
2778,원활
2779,엄청나다
2780,포항시청
2781,거제시청
2782,거창군지부
2783,거창군주민지원센터
2784,고성군지부
2785,고성군주민지원센터
2786,김해시청
2787,남해군지부
2788,남해군주민지원센터
2789,밀양시청
2790,사천시지부
2791,산청군주민지원센터
2792,진주시지부
2793,창녕군주민지원센터
2794,창원시지부
2795,창원시청
2796,통영시청
2797,함안군지부
2798,함안군수화통역센터
2799,함안군주민지원센터
2800,제주도청
2801,충북도청
2802,전북도청
2803,해내다
2804,현대
2805,꼴사납다
2806,광기
2807,노르웨이
2808,시시하다
2809,독일
2810,불가리
2811,짜증내다
2812,이집트
2813,중국
2814,캄보디아
2815,아프리카
2816,못마땅하다
2817,역겹다
2818,강물
2819,석유
2820,돌
2821,흙
2822,뜨겁다
2823,황토
2824,바람
2825,별
2826,비
2827,석탄
2828,철
2829,괴롭히다
2830,사계절
2831,상부
2832,아래
2833,수심
2834,햇빛
2835,홍수
2836,감나무
2837,기린
2838,꿀벌
2839,쌀벌레
2840,미국
2841,러시아
2842,살살
2843,못보았다
2844,영어
2845,홍콩
2846,이탈리아
2847,목포
2848,인천
2849,금산
2850,강원도
2851,태백
2852,여수
2853,적중하다
2854,아산
2855,원주
2856,주목
2857,삼척
2858,일산
2859,강릉
2860,영
2861,이
2862,십이
2863,십삼
2864,십사
2865,십칠
2866,십팔
2867,십구
2868,이십
2869,이십일
2870,이십이
2871,이십삼
2872,이십육
2873,이십칠
2874,이십팔
2875,이십구
2876,삼십
2877,삼십일
2878,삼십이
2879,삼십삼
2880,삼십사
2881,삼십오
2882,삼십육
2883,삼십팔
2884,삼십구
2885,사십
2886,사십일
2887,사십삼
2888,오십이
2889,육십이
2890,육십삼
2891,육십팔
2892,육십구
2893,칠십
2894,칠십삼
2895,칠십오
2896,팔십이
2897,백일
2898,백이
2899,"백사
"
2900,백팔
2901,백십이
2902,백십삼
2903,백십사
2904,백십오
2905,백십칠
2906,백십팔
2907,백십구
2908,백이십
2909,백이십이
2910,백이십삼
2911,백이십사
2912,백이십오
2913,백이십육
2914,백이십칠
2915,백이십팔
2916,백이십구
2917,백삼십
2918,백삼십일
2919,백삼십이
2920,백삼십삼
2921,백삼십사
2922,백삼십오
2923,백삼십칠
2924,백삼십팔
2925,백삼십구
2926,백사십
2927,백사십일
2928,백사십삼
2929,백사십육
2930,백사십팔
2931,백육십
2932,백육십일
2933,백육십사
2934,백육십오
2935,백칠십일
2936,백칠십이
2937,백칠십삼
2938,백칠십오
2939,백칠십구
2940,백팔십이
2941,백팔십삼
2942,백팔십사
2943,백팔십육
2944,백팔십칠
2945,백구십
2946,백구십이
2947,백구십삼
2948,백구십사
2949,백구십오
2950,이백
2951,이백십
2952,이백이십
2953,이백삼십
2954,이백사십
2955,이백오십
2956,이백육십
2957,이백칠십
2958,이백팔십
2959,이백구십
2960,삼백
2961,삼백십
2962,삼백이십
2963,삼백삼십
2964,삼백사십
2965,삼백오십
2966,삼백육십
2967,삼백칠십
2968,삼백팔십
2969,삼백구십
2970,사백
2971,사백오십
2972,육백
2973,육백오십
2974,칠백오십
2975,구백오십
2976,삼천
2977,삼천오백
2978,사천오백
2979,만
2980,이만
2981,이만오천
2982,삼만
2983,삼만오천
2984,사만
2985,육만
2986,팔만
2987,구만
2988,십만
2989,십오만
2990,이십만
2991,이십오만
2992,삼십만
2993,삼십오만
2994,사십오만
2995,칠십만
2996,칠십오만
2997,팔십만
2998,팔십오만
2999,구십오만
3000,백만
3001,이백만
3002,이백오십만
3003,삼백만
3004,삼백오십만
3005,사백만
3006,사백오십만
3007,오백만
3008,팔백만
3009,팔백오십만
3010,구백만
3011,삼천만
3012,사천만
3013,육천만
3014,칠천오백만
3015,팔천만
3016,일억
3017,이억
3018,이억오천만
3019,삼억
3020,삼억오천만
3021,사억
3022,오억
3023,영주시지부
3024,거제시지부
3025,백칠십
3026,이천만
3027,서약서
3028,길일
3029,별미
3030,군책
3031,보이스카우트
3032,부동산
3033,부고
3034,투쟁
3035,여섯번째
3036,가쁘다
3037,호명
3038,비닐하우스
3039,자비없다
3040,형제지간
3041,겉모습
3042,친가족
3043,사인
3044,혈액형
3045,부채질
3046,새
3047,새똥
3048,새집
3049,색맹
3050,색연필
3051,벨트
3052,편견
3053,연설
3054,제사
3055,성조기
3056,거저먹다
3057,N
3058,4
3059,5
3060,6
3061,7
3062,8
3063,9
3064,10
3065,11
3066,1호선
3067,2호선
3068,3호선
3069,4호선
3070,5호선
3071,6호선
3072,7호선
3073,8호선
3074,9호선
3075,1명
3076,3명
3077,4명
3078,5명
3079,6명
3080,7명
3081,8명
3082,9명
3083,10명
3084,6살
3085,13살
3086,18살
3087,24살
3088,65살
3089,둘째
3090,셋째
3091,넷째
3092,다섯째
3093,여섯째
3094,일곱째
3095,여덞째
3096,하옵째
3097,열째
3098,2회
3099,3회
3100,4회
3101,5회
3102,6회
3103,7회
3104,8회
3105,9회
3106,10회
3107,44회
3108,60회
3109,1분
3110,2분
3111,3분
3112,4분
3113,6분
3114,7분
3115,8분
3116,9분
3117,11분
3118,12분
3119,13분
3120,14분
3121,15분
3122,16분
3123,17분
3124,18분
3125,19분
3126,20분
3127,21분
3128,22분
3129,23분
3130,24분
3131,25분
3132,26분
3133,27분
3134,28분
3135,29분
3136,30분
3137,31분
3138,32분
3139,33분
3140,34분
3141,35분
3142,36분
3143,37분
3144,38분
3145,39분
3146,41분
3147,42분
3148,43분
3149,44분
3150,45분
3151,46분
3152,47분
3153,48분
3154,49분
3155,51분
3156,52분
3157,53분
3158,54분
3159,55분
3160,56분
3161,57분
3162,58분
3163,59분
3164,60분
3165,2시
3166,4시
3167,5시
3168,6시
3169,7시
3170,8시
3171,9시
3172,10시
3173,11시
3174,2시간
3175,3시간
3176,4시간
3177,5시간
3178,6시간
3179,7시간
3180,8시간
3181,9시간
3182,10시간
3183,11시간
3184,12시간
3185,1일
3186,2일
3187,3일
3188,4일
3189,5일
3190,6일
3191,7일
3192,1월
3193,2월
3194,3월
3195,4월
3196,5월
3197,6월
3198,7월
3199,8월
3200,9월
3201,10월
3202,11월
3203,12월
3204,1달
3205,2달
3206,3달
3207,4달
3208,5달
3209,6달
3210,7달
3211,8달
3212,9달
3213,10달
3214,11달
3215,12달
3216,1년
3217,2년
3218,3년
3219,4년
3220,5년
3221,6년
3222,7년
3223,8년
3224,9년
3225,10년
3226,11년
3227,12년
3228,4km
3229,5km
3230,8km
3231,10km
3232,30km
3233,50km
3234,6시15분
3235,7시2분
3236,1250
3237,1350
3238,55000
3239,102900
3240,3300
3241,3800
3242,4600
3243,2
3244,2명
